listing_id,listing_name,country,city,listing_type,room_type,currency,guests,bedrooms,cancellation_policy,rating_overall,ttm_revenue,ttm_avg_rate
7285660,Villa Saya 3BR - Canggu (Echo Beach),indonesia,canggu,Entire villa,entire_home,IDR,6.0,3.0,Flexible,4.64,10821.0,163.2
7407798,Surrounded by greenery in the heart of Canggu,indonesia,canggu,Entire villa,entire_home,IDR,2.0,1.0,Strict,4.82,1844.0,51.3
7541459,★ Bintang Biru ★ Chillout Villa & Ricefield Views,indonesia,canggu,Entire villa,entire_home,IDR,6.0,3.0,Firm,4.86,59941.0,258.8
7811204,2500 SqM Artisanal Teak Canggu Estate 50m to beach,indonesia,canggu,Entire villa,entire_home,IDR,10.0,5.0,Firm,4.91,122948.0,637.1
7816774,Villa Brawa 8.  Luxury villa in secured gated area,indonesia,canggu,Entire villa,entire_home,IDR,6.0,3.0,Moderate,4.95,11327.0,354.4
8053940,Family Type 2BR Tropical Pool Villa in Canggu,indonesia,canggu,Entire serviced apartment,entire_home,IDR,4.0,2.0,Moderate,,3302.0,160.9
8118614,Cozy Private Room Canggu by Rios Guest House 202,indonesia,canggu,Private room in guesthouse,private_room,IDR,2.0,1.0,Firm,4.71,6510.0,28.2
8119127,★ Stunning private villa in prime location ★,indonesia,canggu,Entire villa,entire_home,IDR,10.0,4.0,Strict,4.91,103651.0,332.3
8119302,★ Private 4 stars villa  in the heart of Canggu ★,indonesia,canggu,Entire villa,entire_home,IDR,6.0,3.0,Strict,5.0,22420.0,294.8
8132548,Cozy Private Room Canggu by Rios Guest House,indonesia,canggu,Private room in guest suite,private_room,IDR,,,Firm,4.83,9021.0,27.7
8229950,Spacious Tropical Property in Prime Location!,indonesia,canggu,Entire home,entire_home,IDR,4.0,2.0,Firm,4.89,66049.0,414.2
8352179,"Jasmine Garden Villa, Long pool, for big group",indonesia,canggu,Entire villa,entire_home,IDR,15.0,7.0,Firm,4.58,32336.0,315.8
8409884,"Gorgeous 9 bedroom Villas, 3 pools, Media room",indonesia,canggu,Entire villa,entire_home,IDR,16.0,9.0,Firm,4.89,25380.0,933.4
8487231,Relaxing Villa w Garden&Pool 1BRoom,indonesia,canggu,Entire villa,entire_home,IDR,2.0,1.0,Strict,4.49,1252.0,98.8
8598849,Love is in the air. Everywhere I look around.,indonesia,canggu,Entire villa,entire_home,IDR,2.0,1.0,Flexible,4.81,3924.0,123.5
8619120,Walk to the Beach from a Secluded Oasis,indonesia,canggu,Entire cottage,entire_home,IDR,2.0,1.0,Firm,4.85,26833.0,90.6
8659745,"3BR Seminyak breezy garden oasis, walk to beach",indonesia,canggu,Entire home,entire_home,IDR,6.0,3.0,Strict,4.92,61656.0,195.6
8770405,Stunning Five bedroom Villa in Canggu,indonesia,canggu,Entire villa,entire_home,IDR,10.0,5.0,Strict,4.9,99481.0,764.3
8978646,★SUPERB LOCATION★APARTMENT - WALK TO THE BEACH★#3,indonesia,canggu,Entire rental unit,entire_home,IDR,3.0,1.0,Firm,4.54,13006.0,63.3
8978824,"Superb Location-Central Canggu, walk to the Beach",indonesia,canggu,Entire rental unit,entire_home,IDR,3.0,1.0,Firm,4.53,9680.0,69.4
8994000,1 BR Private pool villa near echo beach canggu,indonesia,canggu,Entire serviced apartment,entire_home,IDR,2.0,1.0,Moderate,4.6,1669.0,98.4
9032173,"Gorgeous 7bd complex, 2 pools, TV room",indonesia,canggu,Entire villa,entire_home,IDR,14.0,7.0,Firm,4.88,74264.0,762.6
9157316,Cozy Villa  in the heart of Canggu,indonesia,canggu,Entire home,entire_home,IDR,4.0,2.0,Moderate,4.62,1073.0,127.2
9251415,"Rare 3 bedrooms villa, 650m beach, 1200m2 garden",indonesia,canggu,Entire villa,entire_home,IDR,9.0,3.0,Firm,4.93,108784.0,361.3
9339061,"Beach 5 min Walk, Loft 2 to 4 people, High Comfort",indonesia,canggu,Room in boutique hotel,private_room,IDR,4.0,1.0,Firm,4.91,14690.0,118.4
9339197,"Beach 5 min walk, In the center of the action",indonesia,canggu,Room in boutique hotel,private_room,IDR,2.0,1.0,Firm,4.93,10418.0,109.5
9339232,"Best central location, 5 min walk to beach",indonesia,canggu,Room in boutique hotel,private_room,IDR,2.0,1.0,Firm,4.88,9731.0,112.4
9352258,Deluxe - Jabunami Villa shared pool and kitchen,indonesia,canggu,Private room in nature lodge,private_room,IDR,,,Strict,4.5,1321.0,80.3
9436888,Love is Simple Canggu 3 Bdr. 2 swimming pools!!!!,indonesia,canggu,Entire villa,entire_home,IDR,6.0,3.0,Strict,4.88,50952.0,492.4
9767251,Spacious 1BR Apt •Walk to Beach • Canggu Lifestyle,indonesia,canggu,Entire rental unit,entire_home,IDR,3.0,,Firm,4.65,14711.0,65.6
9868573,4bedroom Villa Canggu Berawa  1,indonesia,canggu,Entire villa,entire_home,IDR,8.0,4.0,Strict,4.82,17177.0,553.3
9977164,VILLA MAZ CANGGU 300 M FROM BEACH,indonesia,canggu,Entire villa,entire_home,IDR,6.0,3.0,Firm,4.69,18333.0,167.2
9991948,"Villa Elanora / Berawa, 200m stroll to the beach",indonesia,canggu,Entire villa,entire_home,IDR,7.0,3.0,Firm,4.78,38808.0,293.9
10061686,Fella Villas: private villa in the heart of Canggu,indonesia,canggu,Entire villa,entire_home,IDR,6.0,3.0,Firm,4.87,44457.0,272.4
10212425,Mahayana3BR -8Min Canggu 7Min Walk to Beach&Resto,indonesia,canggu,Entire villa,entire_home,IDR,6.0,3.0,Strict,4.81,32827.0,171.8
10297744,"Colibri cottage, Canggu",indonesia,canggu,Entire cottage,entire_home,IDR,2.0,1.0,Strict,4.89,9161.0,85.0
10399093,Pondok bamboo,indonesia,canggu,Private room in home,private_room,IDR,,,Flexible,4.62,275.0,18.8
10443078,Fully Renovated 12Bed/24Pax Private Villa: 9m Pool,indonesia,canggu,Entire villa,entire_home,IDR,16.0,12.0,Firm,4.58,100081.0,436.8
10455243,Pondok Bambu(stay&surf),indonesia,canggu,Private room in home,private_room,IDR,,,Flexible,4.73,283.0,18.7
10772950,Chinese House Villa - Seseh Beach,indonesia,canggu,Entire home,entire_home,IDR,4.0,2.0,Firm,4.65,25477.0,191.7
10832887,"Lux Villa- BIG Private Pool, Surf, La Brisa, 8 pax",indonesia,canggu,Entire villa,entire_home,IDR,8.0,4.0,Moderate,4.72,19896.0,405.6
10863403,Architect-designed spacious Canggu Villa,indonesia,canggu,Entire villa,entire_home,IDR,4.0,2.0,Firm,4.71,13780.0,203.6
11226411,Villa Sunshine Huge Garden Sanctuary,indonesia,canggu,Entire villa,entire_home,IDR,10.0,5.0,Firm,4.91,123074.0,503.2
11232365,Villa Jasper at Berawa Beach,indonesia,canggu,Entire villa,entire_home,IDR,8.0,4.0,Moderate,4.81,25611.0,436.8
11260386,Enclosed 6BR Lux Villa+ Massive Fenced Pool+Chef,indonesia,canggu,Entire villa,entire_home,IDR,16.0,6.0,Firm,4.89,292933.0,1024.6
11301398,"Villa Umalas, Three Bedroom Family Villa",indonesia,canggu,Entire villa,entire_home,IDR,6.0,3.0,Super Strict 60 Days,,5396.0,491.2
11333222,The elegance of a cocoon in the heart of Canggu.,indonesia,canggu,Entire home,entire_home,IDR,2.0,1.0,Strict,4.86,1077.0,112.5
11425539,Oomski | Walk to the beach Canggu,indonesia,canggu,Entire villa,entire_home,IDR,6.0,3.0,Strict,4.77,7427.0,305.9
11482253,Walk to Beaches from Contemporary Family Villa Center Canggu,indonesia,canggu,Entire villa,entire_home,IDR,6.0,3.0,Flexible,4.82,4538.0,358.9
11499320,Architects Own Stunning Award Winning Retreat,indonesia,canggu,Entire villa,entire_home,IDR,14.0,5.0,Flexible,4.8,42389.0,421.3
11553737,"Loft 2 to 4 people, Beach 5 min walk, High Comfort",indonesia,canggu,Room in boutique hotel,private_room,IDR,4.0,1.0,Firm,4.88,16275.0,122.8
11646159,Ayok Stay and Surf (Sandbar room/upstair),indonesia,canggu,Private room in home,private_room,IDR,,,Moderate,4.88,5745.0,31.1
11647806,Cute modern tropical loft & pool & Staff,indonesia,canggu,Entire villa,entire_home,IDR,5.0,2.0,Flexible,4.45,5285.0,125.0
11701618,"Loft 2 to 3 people, 5 min walk to the beach",indonesia,canggu,Room in boutique hotel,private_room,IDR,3.0,1.0,Firm,4.96,8106.0,111.9
11764807,Cozy 1BD with Sharing Pool &Living room,indonesia,canggu,Private room in villa,private_room,IDR,,4.0,Strict,,1802.0,162.5
12096955,DREAM VILLA - 4 Suite Rooms - 100 Mts Berawa beach,indonesia,canggu,Entire villa,entire_home,IDR,8.0,4.0,Strict,4.37,46092.0,351.3
12122979,Stylish Tropical Apartment in Berawa,indonesia,canggu,Entire rental unit,entire_home,IDR,4.0,2.0,Firm,4.8,14145.0,116.4
12135541,"Casa Noah, Echo beach-Batu Bolong",indonesia,canggu,Entire home,entire_home,IDR,8.0,4.0,Strict,4.82,8389.0,141.8
12217073,Canggu Tropical villa 600m from Batubolong beach,indonesia,canggu,Entire villa,entire_home,IDR,6.0,3.0,Strict,4.76,40628.0,178.0
12235455,SEMINYAK Luxury Boutique Hotel.1,indonesia,canggu,Room in boutique hotel,hotel_room,IDR,2.0,1.0,Strict,4.7,3046.0,36.5
12302864,"\Pisang\"" 2 Bedroom Suite with Tropical Garden View""",indonesia,canggu,Entire guesthouse,entire_home,IDR,4.0,2.0,Moderate,4.75,6650.0,75.0
12334756,Breathtaking (n.3) Terrace Room Canggu,indonesia,canggu,Private room in villa,private_room,IDR,,,Moderate,4.7,5402.0,28.3
12522075,"Lavish 5 Bed, Sleeps 10, Butler, Daily Breakfast",indonesia,canggu,Entire villa,entire_home,IDR,10.0,5.0,Super Strict 60 Days,4.91,157627.0,720.9
12572832,Huge discount on 6 bed architect designed luxury.,indonesia,canggu,Entire villa,entire_home,IDR,15.0,6.0,Flexible,4.67,20878.0,472.3
12660237,★RELAXING LUXURY VILLA - WALK TO THE BEACH★,indonesia,canggu,Entire villa,entire_home,IDR,10.0,3.0,Strict,4.73,45250.0,254.7
12716620,Seminyak - Boutique luxury Hotel,indonesia,canggu,Room in boutique hotel,hotel_room,IDR,2.0,1.0,Strict,4.6,3615.0,36.3
12854832,Entire Villa in Canggu,indonesia,canggu,Entire villa,entire_home,IDR,5.0,2.0,Firm,4.72,26141.0,110.6
12880310,2.Pererenan Nengah Guesthouse,indonesia,canggu,Private room in rental unit,private_room,IDR,,,Flexible,4.84,1085.0,31.3
12893064,★RELAXING TROPICAL VILLA - WALK TO THE BEACH★,indonesia,canggu,Entire villa,entire_home,IDR,11.0,3.0,Firm,4.72,41731.0,255.4
12920679,Bali Luxe Villa Beachfront Rooftop Sunsets,indonesia,canggu,Entire home,entire_home,IDR,6.0,3.0,Strict,4.83,69211.0,403.1
13046044,Stunning Pool Villa in Incredible Fishing Village,indonesia,canggu,Entire villa,entire_home,IDR,6.0,3.0,Flexible,4.58,13318.0,195.7
13102089,Matra Cheap Long Stay in canggu,indonesia,canggu,Private room in bed and breakfast,private_room,IDR,,,Flexible,4.8,274.0,20.4
13144703,Boutique 2BR Villa with pool,indonesia,canggu,Entire villa,entire_home,IDR,4.0,2.0,Strict,4.65,7771.0,218.0
13234302,"Luxury Honeymoon nest with Jacuzzi pool, 1BR villa",indonesia,canggu,Entire villa,entire_home,IDR,2.0,1.0,Strict,4.59,6339.0,157.9
13244197,Villa Gladak-2 houses-2 Beds-Private swimming pool,indonesia,canggu,Entire home,entire_home,IDR,4.0,2.0,Firm,4.92,7899.0,69.0
13255877,"Bed&Breakfast, Deluxe DoubleBedroom w/ Breakfast",indonesia,canggu,Private room in bed and breakfast,private_room,IDR,2.0,1.0,Firm,4.91,3914.0,64.8
13368881,Modern private room in Central Canggu,indonesia,canggu,Private room in villa,private_room,IDR,,,Strict,4.93,1011.0,27.8
13416545,★SPACIOUS LUXURY VILLA - WALK TO THE BEACH★,indonesia,canggu,Entire villa,entire_home,IDR,10.0,3.0,Firm,4.73,57913.0,253.8
13479813,"Bed&Breakfast, Deluxe DoubleBedroom w/ Breakfast",indonesia,canggu,Private room in bed and breakfast,private_room,IDR,2.0,1.0,Firm,4.88,16050.0,65.2
13596346,"Bed&Breakfast, Deluxe DoubleBedroom w/ Breakfast",indonesia,canggu,Private room in bed and breakfast,private_room,IDR,2.0,1.0,Firm,4.93,4435.0,63.8
13792262,"\Nanas\"" 2 Bedroom Suite with Sunset View""",indonesia,canggu,Entire guesthouse,entire_home,IDR,4.0,2.0,Firm,4.75,10489.0,74.1
13869734,"Bed&Breakfast, Charming DoubleBedroom w/ Breakfast",indonesia,canggu,Private room in bed and breakfast,private_room,IDR,,,Firm,4.89,15205.0,57.6
13885443,PROMO - 2Br Villa-Walking distance from the beach,indonesia,canggu,Entire home,entire_home,IDR,5.0,2.0,Strict,4.59,39551.0,277.6
13888592,"Canggu Beach Inn, Private Lofts Bali",indonesia,canggu,Entire loft,entire_home,IDR,2.0,1.0,Moderate,4.81,2871.0,32.3
13961342,"Luxury villa at Echo Beach, Canggu 3 BDR",indonesia,canggu,Entire villa,entire_home,IDR,6.0,3.0,Moderate,5.0,3747.0,272.6
13983899,6Br Villa -up to 14 pax- 2min from beach (Canggu),indonesia,canggu,Entire villa,entire_home,IDR,14.0,6.0,Strict,4.9,78556.0,741.5
14001107,Promo-4Br Villa-2min from beach (Canggu),indonesia,canggu,Entire villa,entire_home,IDR,10.0,4.0,Strict,4.71,82628.0,569.9
14092933,Canggu Beach Access Villa | Free Airport Pickup,indonesia,canggu,Entire villa,entire_home,IDR,6.0,3.0,Flexible,4.85,69445.0,273.7
14112809,Shirley's Temple 2 min walk to beach & everything!,indonesia,canggu,Entire home,entire_home,IDR,8.0,3.0,Strict,4.81,24757.0,285.8
14176607,3BD Villa with pool in central Canggu safe\quiet,indonesia,canggu,Entire villa,entire_home,IDR,6.0,3.0,Moderate,4.72,16582.0,123.9
14194226,Canggu Surfer's Rooms,indonesia,canggu,Private room in rental unit,private_room,IDR,,,Flexible,4.67,238.0,25.1
14204084,"Villa Araminta, Canggu, in stylish Pererenan, Bali",indonesia,canggu,Entire villa,entire_home,IDR,6.0,3.0,Firm,4.73,5613.0,210.8
14377708,Cozy room in the heart of Batu Bolong 3,indonesia,canggu,Private room in villa,private_room,IDR,,,Moderate,4.87,10510.0,63.4
14377750,Cozy room in the heart of Batu Bolong 1,indonesia,canggu,Private room in villa,private_room,IDR,,,Moderate,4.84,10426.0,57.8
14377789,Cozy room in the Heart of Batu Bolong 4,indonesia,canggu,Private room in villa,private_room,IDR,,,Moderate,4.76,8874.0,55.6
14377830,Cozy Room in the heart of Canggu 2,indonesia,canggu,Private room in villa,private_room,IDR,,,Moderate,4.88,12522.0,64.3
14902498,Villa Vishoka - Spacious Canggu beach home!,indonesia,canggu,Entire villa,entire_home,IDR,6.0,3.0,Strict,4.79,33583.0,214.0
14923115,2BR Private Villa in the heart of Berawa Canggu,indonesia,canggu,Entire home,entire_home,IDR,4.0,2.0,Strict,4.85,23954.0,111.3
14995339,EchoBeachApartment 1BR Quiet Private 100m to beach,indonesia,canggu,Entire rental unit,entire_home,IDR,2.0,1.0,Strict,4.6,2976.0,91.4
15029478,EchoBeachApartment 1BR Quiet Private 100m to beach,indonesia,canggu,Entire rental unit,entire_home,IDR,2.0,1.0,Strict,4.75,3519.0,94.2
15149575,Elegant Designer's Villa Walk to FINNS Beach Club,indonesia,canggu,Entire home,entire_home,IDR,6.0,3.0,Firm,4.87,56929.0,288.0
15196766,Walk- Best of Berawa / 4bd villa / 2min from Finns,indonesia,canggu,Entire villa,entire_home,IDR,8.0,4.0,Strict,4.83,20563.0,408.0
15285875,Fifty Shades of Vastu - 3BR luxurious residence,indonesia,canggu,Entire villa,entire_home,IDR,6.0,3.0,Strict,4.82,18503.0,209.8
15346850,Dlxe Two Bedroom Villa with private pool Canggu,indonesia,canggu,Entire villa,entire_home,IDR,4.0,2.0,Strict,4.56,11982.0,202.6
15454057,A perfectly located slice of paradise,indonesia,canggu,Entire villa,entire_home,IDR,11.0,5.0,Strict,4.73,148933.0,507.7
15489929,Dicky Homestay Room 1,indonesia,canggu,Private room in home,private_room,IDR,,,Strict,4.95,191.0,11.1
15503294,"EchoBeachVilla, 2BR, Quiet, Private, 100m to beach",indonesia,canggu,Entire villa,entire_home,IDR,4.0,2.0,Strict,4.88,44192.0,210.2
15514729,EchoBeachApartment 2BR Quiet Private 100m to beach,indonesia,canggu,Entire rental unit,entire_home,IDR,4.0,2.0,Firm,4.83,12815.0,137.7
15525885,Canggu Nadi Guest House 9,indonesia,canggu,Private room in rental unit,private_room,IDR,,,Strict,5.0,1742.0,25.4
15572468,4BDR Luxury Near Berawa Beach,indonesia,canggu,Entire villa,entire_home,IDR,8.0,4.0,Strict,5.0,21609.0,425.3
15572783,Splendid 4bd Villa 50m Canggu Beach + Ocean view,indonesia,canggu,Entire villa,entire_home,IDR,8.0,4.0,Firm,4.68,8024.0,475.2
15605450,Villa Ganesha | 3BR & 18m pool 5min to the Beach,indonesia,canggu,Entire villa,entire_home,IDR,8.0,3.0,Firm,4.71,26786.0,232.0
15686742,Bali Holiday Villas - The Sea,indonesia,canggu,Entire villa,entire_home,IDR,8.0,4.0,Strict,4.24,2866.0,312.6
15725687,"\Mangga\"" Suite with Spacious Breezy Terrace""",indonesia,canggu,Entire guesthouse,entire_home,IDR,2.0,1.0,Moderate,4.95,6923.0,50.4
15759675,Walkin Distance Berawa Villa near Atlas Beach Club,indonesia,canggu,Entire villa,entire_home,IDR,8.0,4.0,Firm,5.0,25091.0,827.2
15825477,"Candra Surf Homestay
 Room #3",indonesia,canggu,Private room in home,private_room,IDR,,,Flexible,4.93,961.0,26.1
15825895,Bougainvillea Canggu Room (A8),indonesia,canggu,Private room in guesthouse,private_room,IDR,1.0,1.0,Strict,4.85,2535.0,17.6
15834914,"Quiet Family Friendly Villa, 5minWALK 2 Fins Beach",indonesia,canggu,Entire home,entire_home,IDR,7.0,3.0,Moderate,4.77,49910.0,168.4
15835458,Cosy modern room/quiet/central canggu/n°1,indonesia,canggu,Private room in guesthouse,private_room,IDR,2.0,1.0,Flexible,4.85,962.0,64.4
15858310,Walk to Beach from a Contemporary Architecture Villa,indonesia,canggu,Entire home,entire_home,IDR,6.0,3.0,Flexible,4.9,18611.0,297.7
15931999,Brawa Groove 3 ( 3 BedRooms Villa ),indonesia,canggu,Entire villa,entire_home,IDR,6.0,3.0,Strict,4.6,17405.0,130.9
15949529,Brawa Groove 2 ( 3 BedRooms Villa ),indonesia,canggu,Entire villa,entire_home,IDR,6.0,3.0,Strict,4.61,19188.0,118.6
15988658,New Cozy Private Room Canggu,indonesia,canggu,Private room in home,private_room,IDR,,,Firm,4.75,662.0,24.8
15988829,Beautiful 2 bdr  apartment at canggubeach!,indonesia,canggu,Room in serviced apartment,hotel_room,IDR,5.0,2.0,Strict,4.63,37399.0,225.7
16034489,"Bali Outdoor Homestay Seseh, Canggu",indonesia,canggu,Private room in rental unit,private_room,IDR,,,Strict,4.76,973.0,28.6
16049299,Villa Enjoy by Love is Simple,indonesia,canggu,Entire home,entire_home,IDR,4.0,2.0,Moderate,4.87,20923.0,183.7
16102107,Peaceful 3br Villa - Batu Bolong Oasis,indonesia,canggu,Entire villa,entire_home,IDR,6.0,3.0,Strict,4.93,24191.0,296.0
16146967,Krisna Homestay,indonesia,canggu,Entire hostel,entire_home,IDR,2.0,4.0,Flexible,4.62,2657.0,22.1
16154817,Jos Villa Canggu - Totally Renovated June 2025,indonesia,canggu,Entire villa,entire_home,IDR,15.0,7.0,Firm,4.86,95143.0,872.4
16180145,Cosy modern room/quiet/central canggu/n°2,indonesia,canggu,Private room in guesthouse,private_room,IDR,2.0,1.0,Flexible,4.77,857.0,63.8
16183663,Stunning Private Villa in Berawa Beach + 2 Pools,indonesia,canggu,Entire villa,entire_home,IDR,6.0,3.0,Strict,,14159.0,461.8
16200018,2 Minutes from Beach - 5 Stars Facility 3BD Villa,indonesia,canggu,Entire villa,entire_home,IDR,7.0,3.0,Strict,4.8,4638.0,221.2
16210392,New Cozy Private Room Canggu,indonesia,canggu,Private room in home,private_room,IDR,,,Firm,5.0,4594.0,25.2
16210751,Villa Bunia - Balinais Beach house in Canggu,indonesia,canggu,Entire villa,entire_home,IDR,6.0,3.0,Firm,4.85,50640.0,182.7
16235048,"Candra Surf Homestay
 Room #6",indonesia,canggu,Private room in home,private_room,IDR,,,Flexible,5.0,668.0,16.3
16278364,Mahayana1BR -8Min Canggu -7Min Walk to Beach&Resto,indonesia,canggu,Entire villa,entire_home,IDR,2.0,1.0,Strict,5.0,7421.0,139.2
16292439,Cosy modern room/quiet/central canggu/n°5,indonesia,canggu,Private room in guesthouse,private_room,IDR,2.0,1.0,Flexible,4.81,2004.0,61.9
16292447,Cosy modern room/quiet/central canggu/n°6,indonesia,canggu,Private room in guesthouse,private_room,IDR,2.0,1.0,Flexible,4.9,692.0,64.2
16292915,Villa Diego by Love is Simple,indonesia,canggu,Entire villa,entire_home,IDR,4.0,2.0,Firm,4.84,23291.0,169.2
16384644,"Loft, fully equipped, 5 min walk to the beach",indonesia,canggu,Room in boutique hotel,private_room,IDR,2.0,1.0,Firm,4.88,6106.0,128.3
16396798,Surf Lodge Canggu(Double  Room),indonesia,canggu,Room in hotel,private_room,IDR,2.0,1.0,Flexible,4.75,3026.0,34.3
16420115,Paradise Valley Villa Canggu (Limited discount),indonesia,canggu,Entire villa,entire_home,IDR,4.0,2.0,Strict,4.72,21691.0,119.5
16480979,Surf Lodge Canggu(Double Room),indonesia,canggu,Room in hotel,private_room,IDR,,,Flexible,4.68,2108.0,35.4
16482403,The Zen Suite at Canggu's Most Iconic Villa,indonesia,canggu,Private room in villa,private_room,IDR,,,Firm,4.96,5781.0,188.7
16522723,700mt to the Beach. Beautiful 3BR Private Villa.,indonesia,canggu,Entire villa,entire_home,IDR,6.0,3.0,Strict,5.0,12393.0,259.5
16550431,Canggu Rare Find! 2 Suites + pool prime location,indonesia,canggu,Entire villa,entire_home,IDR,4.0,2.0,Moderate,4.88,18775.0,143.3
16574316,Amazing 3BR Villa in the heart of canggu,indonesia,canggu,Entire villa,entire_home,IDR,6.0,3.0,Strict,4.87,40695.0,213.3
16655293,Cube Pande Homestay,indonesia,canggu,Private room in home,private_room,IDR,2.0,1.0,Moderate,4.63,1686.0,34.1
16663245,Canggu Bali - Private Oasis - 2 Bed Villa w/ pool,indonesia,canggu,Entire home,entire_home,IDR,4.0,2.0,Flexible,4.85,20509.0,116.2
16731974,Candra Surf Homestay room #1,indonesia,canggu,Private room in home,private_room,IDR,,,Flexible,5.0,668.0,25.7
16772558,Low Price In Canggu,indonesia,canggu,Private room in home,private_room,IDR,,,Firm,4.77,2592.0,33.7
16800563,Luxury 9 BR Villa Budget Near Canggu Beach + BF,indonesia,canggu,Entire villa,entire_home,IDR,16.0,9.0,Strict,4.11,41559.0,654.2
16816007,Melati Bali Homestay Canggu,indonesia,canggu,Entire guesthouse,entire_home,IDR,2.0,1.0,Moderate,4.88,5074.0,36.1
16844662,Kubu Yogi Homestay,indonesia,canggu,Private room in rental unit,private_room,IDR,,,Flexible,4.71,2036.0,14.8
17082826,"Serene Private Villa: Pool, Garden, Beach Nearby",indonesia,canggu,Entire villa,entire_home,IDR,4.0,2.0,Moderate,4.93,27728.0,129.0
17123374,Villa G - 2 bedroom oasis in prime Canggu location,indonesia,canggu,Entire villa,entire_home,IDR,4.0,2.0,Strict,4.92,41512.0,203.5
17161606,2 Bedrooms Villa Krishna Canggu,indonesia,canggu,Entire villa,entire_home,IDR,4.0,2.0,Moderate,4.6,1873.0,140.2
17214374,Villa Delmar - 4 Bedroom Villa in Canggu,indonesia,canggu,Entire villa,entire_home,IDR,8.0,4.0,Strict,,9064.0,583.7
17291003,RL rama laksmi guset house,indonesia,canggu,Private room in guesthouse,private_room,IDR,2.0,1.0,Flexible,4.78,785.0,22.6
17302301,Mikuk Homestay,indonesia,canggu,Private room in rental unit,private_room,IDR,,1.0,Flexible,4.89,5862.0,23.5
17336473,Super-Cool Rooftop Loft Canggu - very private pool,indonesia,canggu,Entire loft,entire_home,IDR,2.0,1.0,Strict,4.92,11997.0,120.6
17388847,Agung Homestay Canggu,indonesia,canggu,Private room in guesthouse,private_room,IDR,2.0,1.0,Moderate,4.5,268.0,22.5
17395916,RARE Private Villa with its own Rice Field,indonesia,canggu,Entire villa,entire_home,IDR,6.0,3.0,Strict,4.94,68025.0,321.5
17500413,"Bed&Breakfast, Charming DoubleBedroom w/ Breakfast",indonesia,canggu,Private room in bed and breakfast,private_room,IDR,2.0,1.0,Firm,4.96,13879.0,59.7
17525913,Tropical Canggu Villa on Ricefield 5min to Beach,indonesia,canggu,Entire villa,entire_home,IDR,7.0,3.0,Firm,4.81,51504.0,207.1
17533803,"Luxury 3BR Villa Berawa Canggu, NEXT TO FINNS",indonesia,canggu,Entire villa,entire_home,IDR,6.0,3.0,Strict,4.66,47243.0,343.7
17566914,"Big, Clean & Quiet Room | Rimba Bird Guesthouse #4",indonesia,canggu,Private room in guesthouse,private_room,IDR,2.0,1.0,Flexible,4.88,807.0,28.5
17574639,Beautiful 1 bdr apartment at Batubolong beach,indonesia,canggu,Room in serviced apartment,hotel_room,IDR,3.0,1.0,Strict,4.79,2986.0,145.6
17638386,Villa StaRi | Canggu | 2 Bedrooms + Joglo,indonesia,canggu,Entire villa,entire_home,IDR,4.0,2.0,Firm,4.98,8425.0,171.0
17640464,★SPACIOUS TROPICAL VILLA - WALK TO THE BEACH★,indonesia,canggu,Entire villa,entire_home,IDR,14.0,4.0,Firm,4.71,62963.0,353.2
17719597,Elegant 2-BR Villa in Canggu,indonesia,canggu,Entire villa,entire_home,IDR,4.0,2.0,Super Strict 60 Days,,23032.0,336.3
17724054,Kamar Dawala 'Gladak 1',indonesia,canggu,Private room in villa,private_room,IDR,2.0,1.0,Flexible,5.0,2204.0,126.0
17802900,New Bungalow (B3)- 2 bedrooms  the heart of Canggu,indonesia,canggu,Entire bungalow,entire_home,IDR,4.0,2.0,Strict,4.5,6068.0,105.5
17804469,New Bungalow (B1)- 1 bedroom the heart of Canggu,indonesia,canggu,Entire bungalow,entire_home,IDR,2.0,1.0,Strict,4.47,5275.0,76.1
17805365,New Bungalow (B2)- 1 bedroom the heart of Canggu,indonesia,canggu,Entire bungalow,entire_home,IDR,2.0,1.0,Strict,4.76,3897.0,75.6
17814674,Bougainvillea Canggu Room (B2),indonesia,canggu,Private room in guesthouse,private_room,IDR,1.0,1.0,Strict,4.91,1597.0,16.9
17839891,New Bungalow (B4)- 2 bedrooms the heart of Canggu,indonesia,canggu,Entire bungalow,entire_home,IDR,4.0,2.0,Strict,4.61,3136.0,108.9
17840731,New Bungalow (B5)- 2 bedrooms the heart of Canggu,indonesia,canggu,Entire bungalow,entire_home,IDR,4.0,2.0,Strict,4.73,5304.0,108.9
17848181,Bali Fullmoon Guest House ( Room 2 ),indonesia,canggu,Private room in hostel,private_room,IDR,2.0,1.0,Moderate,4.64,1721.0,30.5
17850472,EchoBeachApartment 1BR Quiet Private 100m to beach,indonesia,canggu,Entire rental unit,entire_home,IDR,2.0,1.0,Strict,4.48,2963.0,91.3
17854397,H Villas Adeng2 - Serene & Stylish Tropical Villa,indonesia,canggu,Entire villa,entire_home,IDR,4.0,2.0,Strict,4.83,18289.0,101.1
17869948,Beach Front 2 bedrooms Villa private swimming pool,indonesia,canggu,Entire villa,entire_home,IDR,4.0,2.0,Flexible,4.76,8292.0,425.0
17930142,Villa Ixora Luxury Private 4 Bed With Pool Canggu,indonesia,canggu,Entire home,entire_home,IDR,8.0,4.0,Firm,4.93,33264.0,328.5
139676,"Eastwood Parkview 2, Philippines",philippines,pasig,Entire rental unit,entire_home,PHP,4.0,1.0,Firm,4.37,372.0,28.1
